fund_code,period_start,period_end,report_date,period_days,source,date_conflict,template_variant,nav_begin,nav_per_unit_begin,nav_end,nav_per_unit_end,chg_investment,chg_flows_net,subscriptions,redemptions,chg_distribution,chg_nav_per_unit,nav_52w_high,nav_52w_low,foreign_units,foreign_value,foreign_ownership_pct,prior_nav_begin,prior_nav_per_unit_begin,prior_nav_end,prior_nav_per_unit_end,prior_chg_investment,prior_chg_flows_net,prior_subscriptions,prior_redemptions,prior_chg_distribution,prior_chg_nav_per_unit,prior_nav_52w_high,prior_nav_52w_low,prior_foreign_units,prior_foreign_value,prior_foreign_ownership_pct,net_flow,units_begin,units_end,gross_return,foreign_share_of_nav,superseded_by,reason
SSIBF,2025-09-16,2025-09-22,,6.0,https://ssiam.com.vn/upload/files/QuanLyQuy/BCThayDoiGTTSR_TT98%20tuan_SSIBF%2020250929.pdf,,standard,108257839588.0,16287.18,108966316601.0,16312.43,169587986.0,538889027.0,,,,25.25,384984169755.0,107905977729.0,113900.1,1857987408.0,1.71,113246393501.0,16290.31,108257839588.0,16287.18,-26666320.0,-4961887593.0,,,,-3.13,384984169755.0,107905977729.0,113900.1,1855111431.0,1.71,538889027.0,6646812.989602866,6679956.119413232,0.0015502990695750452,1.705102517875647,https://ssiam.com.vn/upload/files/QuanLyQuy/BCThayDoiGTTSR_TT98%20tuan_SSIBF%2020251006.pdf,superseded by a restatement with different figures
SSIBF,2025-10-07,2025-10-13,,6.0,https://ssiam.com.vn/upload/files/QuanLyQuy/BCThayDoiGTTSR_TT98%20tuan_SSIBF%2020251013.pdf,,standard,104973374340.0,16330.56,106012149291.0,16343.91,86425834.0,952349117.0,,,,13.35,384984169755.0,104259996745.0,113900.1,1861572983.0,1.76,108966316601.0,16312.43,104973374340.0,16330.56,117593600.0,-4110535861.0,,,,18.13,384984169755.0,104259996745.0,113900.1,1860052417.0,1.77,952349117.0,6428032.7398448065,6486339.516737427,0.0008174857445182315,1.7559996617840856,https://ssiam.com.vn/upload/files/QuanLyQuy/BCThayDoiGTTSR_TT98%20tuan_SSIBF%2020251020.pdf,superseded by a restatement with different figures
VCBF-AIF,2025-05-22,2025-05-28,2025-05-29,6.0,https://www.vcbf.com/images/2025/vcbaif_bc_tuan_20250528_1.xlsx,,standard,230800249664.0,9685.82,235389979847.0,9794.52,2604540468.0,1985189715.0,2235399374.0,-250209659.0,,,10201.1,8092.46,50638.02,495975100.0,0.21,229229073218.0,9671.69,230800249664.0,9685.82,341648032.0,1229528414.0,2394278344.0,-1164749930.0,,,10201.1,8092.46,50638.02,490470747.0,0.21,1985189715.0,23828674.254115812,24032824.46173983,0.011222591375846358,0.21070357384047378,https://www.vcbf.com/images/2025/vcbaif_bc_tuan_20250528_3.xlsx,"duplicate republication, identical figures"
VCBF-BCF,2025-05-22,2025-05-28,2025-05-29,6.0,https://www.vcbf.com/images/2025/vcbbcf_bc_tuan_20250528_1.xlsx,,standard,821137212412.0,35791.87,831844503392.0,36130.3,7791322579.0,2915968401.0,7528072235.0,-4612103834.0,,,36774.07,29253.38,2973089.81,107418626762.0,12.9,814314464919.0,35673.89,821137212412.0,35791.87,2728339039.0,4094408454.0,7421433836.0,-3327025382.0,,,36774.07,29253.38,2973089.81,106412443978.0,12.920000000000002,2915968401.0,22942003.656472825,23023459.627846986,0.009455499251645794,12.91330607150503,https://www.vcbf.com/images/2025/vcbbcf_bc_tuan_20250528_3.xlsx,"duplicate republication, identical figures"
VCBF-FIF,2023-07-13,2023-07-19,2023-07-20,6.0,https://www.vcbf.com/images/2023/vcbfif_bc_tuan_20230719_1.xlsx,,standard,91033333127.0,12944.27,90881626579.0,12901.64,-300258910.0,148552362.0,248217343.0,-99664981.0,,,12944.27,11843.42,169476.07,2186519244.0,2.4,90353013749.0,12810.73,91033333127.0,12944.27,941094403.0,-260775025.0,120407051.0,-381182076.0,,,12944.27,11833.3,169476.07,2193744009.0,2.41,148552362.0,7032712.7854255205,7044191.79104362,-0.003293349103502985,2.40589800854779,https://www.vcbf.com/images/2023/vcbfif_bc_tuan_20230719_2.xlsx,"duplicate republication, identical figures"
VCBF-FIF,2025-05-22,2025-05-28,2025-05-29,6.0,https://www.vcbf.com/images/2025/vcbfif_bc_tuan_20250528_1.xlsx,,standard,512742262525.0,14797.67,520917562280.0,14822.31,856594333.0,7318705422.0,10427026836.0,-3108321414.0,,,14829.23,13900.67,246945.43,3660301717.0,0.7000000000000001,509727332053.0,14790.06,512742262525.0,14797.67,261915584.0,2753014888.0,6921439037.0,-4168424149.0,,,14801.27,13878.67,246945.43,3654216981.0,0.7100000000000001,7318705422.0,34650202.533574544,35144155.14720715,0.0016651270098602122,0.7026642950910033,https://www.vcbf.com/images/2025/vcbfif_bc_tuan_20250528_3.xlsx,"duplicate republication, identical figures"
VCBF-MGF,2023-10-26,2023-11-01,2023-11-02,6.0,https://www.vcbf.com/images/2023/vcbmgf_bc_tuan_20231101_1.xlsx,,standard,317173003675.0,10177.46,297971948922.0,9560.46,-19228482007.0,27427254.0,1683885305.0,-1656458051.0,,,10946.13,6778.32,101170.75,967238909.0,0.32,315270731747.0,10154.0,317173003675.0,10177.46,735715173.0,1166556755.0,2670072887.0,-1503516132.0,,,10946.13,6778.32,101170.75,1029661261.0,0.32,27427254.0,31164259.4198356,31167114.231114406,-0.0606241635928807,0.32460737076065965,https://www.vcbf.com/images/2023/vcbmgf_bc_tuan_20231101_2.xlsx,"duplicate republication, identical figures"
VCBF-MGF,2025-05-22,2025-05-28,2025-05-29,6.0,https://www.vcbf.com/images/2025/vcbmgf_bc_tuan_20250528_1.xlsx,,standard,823054695895.0,12831.86,836897150591.0,13034.22,12996891564.0,845563132.0,5453778942.0,-4608215810.0,,,13931.95,10786.1,141920.76,1849826408.0,0.22,823790474750.0,12896.99,823054695895.0,12831.86,-4151273822.0,3415494967.0,8080498399.0,-4665003432.0,,,13931.95,10786.1,141920.76,1821107323.0,0.22,845563132.0,64141495.924597055,64207689.49664806,0.015770122180260637,0.2210338996486832,https://www.vcbf.com/images/2025/vcbmgf_bc_tuan_20250528_3.xlsx,"duplicate republication, identical figures"
VCBF-TBF,2022-07-14,2022-07-20,2022-07-21,6.0,https://www.vcbf.com/images/2022/vcbtbf_bc_tuan_20220720.pdf,,standard,242852990466.0,25316.86,244342316005.0,25513.44,1882304954.0,-392979415.0,200715432.0,-593694847.0,,196.58,28297.48,24761.92,3158193.53,80576381136.0,32.97,239444825272.0,25025.21,242852990466.0,25316.86,2797629210.0,610535984.0,728137074.0,-117601090.0,,291.65,28297.48,24497.12,3158193.53,79955543452.0,32.93,-392979415.0,9592539.93054431,9577003.963597227,0.007764785996367651,32.97684267441877,https://www.vcbf.com/images/2022/vcbtbf_bc_tuan_20220720_1.pdf,"duplicate republication, identical figures"
VCBF-TBF,2022-09-22,2022-09-28,2022-09-29,6.0,https://www.vcbf.com/images/2022/vcbtbf_bc_tuan_20220928.pdf,,standard,245712742147.0,25676.89,236850623147.0,24761.52,-8758694644.0,-103424356.0,315542923.0,-418967279.0,,-915.37,28297.48,24761.52,3159721.13,78239497955.0,33.02,250732517072.0,26168.28,245712742147.0,25676.89,-4710947346.0,-308827579.0,299671148.0,-608498727.0,,-491.39,28297.48,25025.21,3159721.13,81131811886.0,33.01,-103424356.0,9569412.111318778,9565269.948977284,-0.035649566594708304,33.03326667054665,https://www.vcbf.com/images/2022/vcbtbf_bc_tuan_20220928_1.pdf,"duplicate republication, identical figures"
VCBF-TBF,2024-12-19,2024-12-25,2024-12-26,6.0,https://www.vcbf.com/images/2024/vcbtbf_bc_tuan_20241225.xlsx,,standard,373402887974.0,32886.23,379192362521.0,33200.38,3588060122.0,2201414425.0,2773065238.0,-571650813.0,,,33200.38,27475.1,2973294.14,98714495300.0,25.970000000000006,371700570642.0,32926.67,373402887974.0,32886.23,-459312077.0,2161629409.0,4097604678.0,-1935975269.0,,,32964.83,26929.56,2973294.14,97780434946.0,26.08,2201414425.0,11354384.128980426,11421325.976419548,0.009552630386638894,26.03282794086685,https://www.vcbf.com/images/2024/vcbtbf_bc_tuan_20241225_1.xlsx,"duplicate republication, identical figures"
VCBF-TBF,2025-05-22,2025-05-28,2025-05-29,6.0,https://www.vcbf.com/images/2025/vcbtbf_bc_tuan_20250528_1.xlsx,,standard,427209719513.0,33351.63,431792961382.0,33592.36,3090895194.0,1492346675.0,4081902222.0,-2589555547.0,,,33910.97,29331.63,2810983.18,94427558937.0,21.85,423875053109.0,33284.82,427209719513.0,33351.63,877446898.0,2457219506.0,4056897343.0,-1599677837.0,,,33910.97,29331.63,2810983.18,93750870956.0,21.939999999999998,1492346675.0,12809260.582256401,12853903.726383023,0.007217938073791341,21.86871194814626,https://www.vcbf.com/images/2025/vcbtbf_bc_tuan_20250528_3.xlsx,"duplicate republication, identical figures"
VINACAPITAL-VESAF,2024-03-19,2024-03-25,2024-03-26,6.0,https://vinacapital.com/wp-content/uploads/2024/03/20240326_VESAF_BC_Weekly_20240325-1.xlsx,,standard,1785599565347.0,28386.57,1837376543240.0,28873.55,30872649191.0,20904328702.0,51627719530.0,-30723390828.0,,,29111.5,20705.25,15943974.26,460359137995.0,25.05,1730342700138.0,27960.34,1785599565347.0,28386.57,25720917833.0,29535947376.0,52728397334.0,-23192449958.0,,,29026.83,20393.2,15638798.89,443931859407.0,24.860000000000003,20904328702.0,62902970.14915857,63635283.61562745,0.017155295620428834,25.055241925708387,https://vinacapital.com/wp-content/uploads/2024/03/20240326_VESAF_BC_Weekly_20240325.xlsx,"duplicate republication, identical figures"
VINACAPITAL-VIBF,2025-04-15,2025-04-21,2025-04-22,6.0,https://vinacapital.com/wp-content/uploads/2025/04/20250422_VIBF_BC_Weekly_20250421-1.xlsx,,standard,1022565733589.0,17528.03,1023611196150.0,17415.58,-6561373173.0,7606835734.0,11137588773.0,-3530753039.0,,,18274.3,16043.42,3140950.3200000003,54701471574.0,5.34,1018581884893.0,17288.44,1022565733589.0,17528.03,13576897206.0,-9593048510.0,9884363254.0,-19477411764.0,,,18274.3,15942.84,2988462.02,52381851940.0,5.12,7606835734.0,58338885.407487325,58775601.854776,-0.006415438586081623,5.343969641963945,https://vinacapital.com/wp-content/uploads/2025/04/20250422_VIBF_BC_Weekly_20250421.xlsx,"duplicate republication, identical figures"
